genome,threshold,cluster_method,comparison_algorithm,primary_cluster,original_secondary_cluster,secondary_cluster
ERR7738630_bin.127.fa,0.05000000000000005,average,fastANI,700,700_1,700_1
ERR7745402_bin.29.fa,0.05000000000000005,average,fastANI,700,700_1,700_1
ERR11604948_bin.21.fa,0.05000000000000005,average,fastANI,701,701_1,701_1
ERR7738166_bin.40.fa,0.05000000000000005,average,fastANI,701,701_1,701_1
ERR7738353_bin.2.fa,0.05000000000000005,average,fastANI,701,701_1,701_1
ERR7745787_bin.61.fa,0.05000000000000005,average,fastANI,701,701_2,701_2
ERR7738166_bin.17.fa,0.05000000000000005,average,fastANI,702,702_1,702_1
ERR7738611_bin.150.fa,0.05000000000000005,average,fastANI,702,702_1,702_1
ERR7738612_bin.83.fa,0.05000000000000005,average,fastANI,702,702_1,702_1
SRR1761702_bin.29.fa,0.05000000000000005,average,fastANI,702,702_1,702_1
ERR7738630_bin.72.fa,0.05000000000000005,average,fastANI,702,702_2,702_2
ERR7738215_bin.81.fa,0.05000000000000005,average,fastANI,703,703_1,703_1
ERR7738580_bin.8.fa,0.05000000000000005,average,fastANI,703,703_1,703_1
ERR7738624_bin.148.fa,0.05000000000000005,average,fastANI,704,704_0,704_0
ERR7738608_bin.43.fa,0.05000000000000005,average,fastANI,705,705_1,705_1
ERR7738611_bin.31.fa,0.05000000000000005,average,fastANI,705,705_1,705_1
SRR17643924_bin.10.fa,0.05000000000000005,average,fastANI,706,706_0,706_0
SRR17643924_bin.25.fa,0.05000000000000005,average,fastANI,707,707_0,707_0
SRR1761695_bin.12.fa,0.05000000000000005,average,fastANI,708,708_0,708_0
ERR7738604_bin.56.fa,0.05000000000000005,average,fastANI,709,709_1,709_1
ERR7738630_bin.13.fa,0.05000000000000005,average,fastANI,709,709_1,709_1
ERR7745819_bin.14.fa,0.05000000000000005,average,fastANI,709,709_1,709_1
ERR7738276_bin.53.fa,0.05000000000000005,average,fastANI,710,710_1,710_1
ERR7738546_bin.76.fa,0.05000000000000005,average,fastANI,710,710_1,710_1
ERR7738547_bin.46.fa,0.05000000000000005,average,fastANI,710,710_1,710_1
ERR7738549_bin.28.fa,0.05000000000000005,average,fastANI,710,710_1,710_1
ERR7738578_bin.18.fa,0.05000000000000005,average,fastANI,710,710_1,710_1
ERR7738620_bin.2.fa,0.05000000000000005,average,fastANI,710,710_1,710_1
ERR7738937_bin.47.fa,0.05000000000000005,average,fastANI,710,710_1,710_1
ERR7738276_bin.48.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
ERR7738514_bin.21.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
ERR7738546_bin.57.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
ERR7738549_bin.27.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
ERR7738578_bin.33.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
ERR7738620_bin.26.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
ERR7738937_bin.55.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
ERR7745596_bin.9.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
SRR1761679_bin.32.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
SRR1761703_bin.9.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
SRR17643478_bin.4.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
SRR17643506_bin.21.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
SRR17643507_bin.8.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
SRR17643652_bin.7.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
SRR17643790_bin.14.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
SRR17643922_bin.1.fa,0.05000000000000005,average,fastANI,711,711_1,711_1
SRR17643520_bin.5.fa,0.05000000000000005,average,fastANI,712,712_1,712_1
SRR17643927_bin.31.fa,0.05000000000000005,average,fastANI,712,712_2,712_2
ERR11604951_bin.12.fa,0.05000000000000005,average,fastANI,713,713_1,713_1
ERR7738604_bin.9.fa,0.05000000000000005,average,fastANI,713,713_1,713_1
SRR1761704_bin.11.fa,0.05000000000000005,average,fastANI,713,713_1,713_1
ERR7738166_bin.28.fa,0.05000000000000005,average,fastANI,714,714_1,714_1
ERR7738514_bin.19.fa,0.05000000000000005,average,fastANI,714,714_1,714_1
ERR7738546_bin.98.fa,0.05000000000000005,average,fastANI,714,714_1,714_1
ERR7738604_bin.58.fa,0.05000000000000005,average,fastANI,714,714_1,714_1
SRR1761699_bin.10.fa,0.05000000000000005,average,fastANI,714,714_1,714_1
SRR1761712_bin.15.fa,0.05000000000000005,average,fastANI,714,714_1,714_1
ERR7738276_bin.27.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7738277_bin.16.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7738549_bin.58.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7738558_bin.96.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7738578_bin.67.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7738580_bin.64.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7738597_bin.78.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7738620_bin.20.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7738937_bin.59.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7738938_bin.83.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
ERR7745787_bin.98.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
SRR17643459_bin.16.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
SRR17643652_bin.6.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
SRR17643916_bin.10.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
SRR17644085_bin.9.fa,0.05000000000000005,average,fastANI,715,715_1,715_1
SRR1761678_bin.27.fa,0.05000000000000005,average,fastANI,715,715_2,715_2
SRR17643479_bin.26.fa,0.05000000000000005,average,fastANI,715,715_3,715_3
SRR1761679_bin.21.fa,0.05000000000000005,average,fastANI,716,716_1,716_1.4
SRR1761685_bin.23.fa,0.05000000000000005,average,fastANI,716,716_1,716_1.4
SRR1761689_bin.3.fa,0.05000000000000005,average,fastANI,716,716_1,716_1.4
ERR7738185_bin.20.fa,0.05000000000000005,average,fastANI,716,716_2,716_2.3
ERR7738611_bin.35.fa,0.05000000000000005,average,fastANI,716,716_2,716_2.3
ERR7738622_bin.140.fa,0.05000000000000005,average,fastANI,716,716_2,716_2.3
ERR7745402_bin.95.fa,0.05000000000000005,average,fastANI,716,716_2,716_2.3
ERR7745819_bin.47.fa,0.05000000000000005,average,fastANI,716,716_2,716_2.3
SRR1761702_bin.27.fa,0.05000000000000005,average,fastANI,716,716_3,716_2.3
SRR1761721_bin.16.fa,0.05000000000000005,average,fastANI,716,716_3,716_2.3
ERR7738276_bin.49.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738514_bin.82.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738546_bin.14.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738549_bin.7.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738562_bin.53.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738578_bin.22.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738597_bin.26.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738620_bin.55.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738937_bin.93.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738938_bin.91.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7745596_bin.7.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR1761677_bin.5.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR1761682_bin.21.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR1761683_bin.23.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR1761684_bin.17.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR1761688_bin.12.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR1761690_bin.13.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR1761691_bin.23.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR1761692_bin.15.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643458_bin.29.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643459_bin.21.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643460_bin.21.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643462_bin.24.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643466_bin.12.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643467_bin.20.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643474_bin.2.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643479_bin.12.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643482_bin.25.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643506_bin.5.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643507_bin.13.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643652_bin.25.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643804_bin.19.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643916_bin.31.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643919_bin.10.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643922_bin.19.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643933_bin.3.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643938_bin.27.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
SRR17643958_bin.22.fa,0.05000000000000005,average,fastANI,716,716_4,716_1.4
ERR7738608_bin.108.fa,0.05000000000000005,average,fastANI,716,716_5,716_5
ERR7738514_bin.55.fa,0.05000000000000005,average,fastANI,717,717_1,717_1
SRR17643458_bin.23.fa,0.05000000000000005,average,fastANI,717,717_1,717_1
ERR7738514_bin.80.fa,0.05000000000000005,average,fastANI,718,718_1,718_1
ERR7738547_bin.65.fa,0.05000000000000005,average,fastANI,718,718_1,718_1
ERR7738608_bin.130.fa,0.05000000000000005,average,fastANI,718,718_1,718_1
ERR7738611_bin.114.fa,0.05000000000000005,average,fastANI,718,718_1,718_1
ERR7738276_bin.9.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738514_bin.99.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738515_bin.14.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738546_bin.50.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738547_bin.17.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738549_bin.1.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738562_bin.57.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738597_bin.8.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738620_bin.90.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738629_bin.84.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738937_bin.62.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
SRR1761680_bin.29.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
SRR1761692_bin.10.fa,0.05000000000000005,average,fastANI,719,719_1,719_1
ERR7738608_bin.147.fa,0.05000000000000005,average,fastANI,720,720_0,720_0
ERR7738215_bin.49.fa,0.05000000000000005,average,fastANI,721,721_1,721_1
ERR7738604_bin.66.fa,0.05000000000000005,average,fastANI,721,721_1,721_1
ERR7738611_bin.11.fa,0.05000000000000005,average,fastANI,721,721_1,721_1
ERR7745402_bin.74.fa,0.05000000000000005,average,fastANI,721,721_1,721_1
ERR7745787_bin.109.fa,0.05000000000000005,average,fastANI,721,721_1,721_1
ERR7746440_bin.89.fa,0.05000000000000005,average,fastANI,721,721_1,721_1
SRR1761704_bin.19.fa,0.05000000000000005,average,fastANI,721,721_1,721_1
SRR1761708_bin.5.fa,0.05000000000000005,average,fastANI,721,721_1,721_1
ERR7738612_bin.108.fa,0.05000000000000005,average,fastANI,721,721_2,721_2
ERR11604943_bin.1.fa,0.05000000000000005,average,fastANI,721,721_3,721_3
ERR7738630_bin.113.fa,0.05000000000000005,average,fastANI,722,722_0,722_0
ERR11604949_bin.12.fa,0.05000000000000005,average,fastANI,723,723_1,723_1.2
ERR11604952_bin.14.fa,0.05000000000000005,average,fastANI,723,723_1,723_1.2
ERR7738215_bin.45.fa,0.05000000000000005,average,fastANI,723,723_2,723_1.2
ERR7738253_bin.89.fa,0.05000000000000005,average,fastANI,723,723_2,723_1.2
ERR7738612_bin.100.fa,0.05000000000000005,average,fastANI,723,723_2,723_1.2
ERR7738622_bin.145.fa,0.05000000000000005,average,fastANI,723,723_2,723_1.2
ERR7745402_bin.73.fa,0.05000000000000005,average,fastANI,723,723_2,723_1.2
ERR7746440_bin.68.fa,0.05000000000000005,average,fastANI,723,723_2,723_1.2
SRR1761712_bin.7.fa,0.05000000000000005,average,fastANI,723,723_2,723_1.2
ERR11604952_bin.8.fa,0.05000000000000005,average,fastANI,724,724_1,724_1
ERR7738604_bin.18.fa,0.05000000000000005,average,fastANI,724,724_1,724_1
ERR7738624_bin.170.fa,0.05000000000000005,average,fastANI,724,724_1,724_1
SRR1761683_bin.3.fa,0.05000000000000005,average,fastANI,725,725_1,725_1
SRR1761684_bin.4.fa,0.05000000000000005,average,fastANI,725,725_1,725_1
SRR17643456_bin.4.fa,0.05000000000000005,average,fastANI,725,725_1,725_1
ERR7738185_bin.41.fa,0.05000000000000005,average,fastANI,726,726_1,726_1
ERR7738537_bin.70.fa,0.05000000000000005,average,fastANI,726,726_1,726_1
SRR17643938_bin.22.fa,0.05000000000000005,average,fastANI,726,726_1,726_1
ERR7738562_bin.50.fa,0.05000000000000005,average,fastANI,726,726_2,726_2
ERR7738597_bin.97.fa,0.05000000000000005,average,fastANI,726,726_2,726_2
SRR1761691_bin.1.fa,0.05000000000000005,average,fastANI,726,726_2,726_2
SRR1761692_bin.2.fa,0.05000000000000005,average,fastANI,726,726_2,726_2
SRR17643459_bin.15.fa,0.05000000000000005,average,fastANI,726,726_2,726_2
SRR17643922_bin.14.fa,0.05000000000000005,average,fastANI,726,726_2,726_2
ERR7738578_bin.5.fa,0.05000000000000005,average,fastANI,727,727_1,727_1
ERR7738937_bin.92.fa,0.05000000000000005,average,fastANI,727,727_2,727_2
ERR7738143_bin.31.fa,0.05000000000000005,average,fastANI,728,728_1,728_1
ERR7738608_bin.104.fa,0.05000000000000005,average,fastANI,728,728_1,728_1
ERR7738276_bin.33.fa,0.05000000000000005,average,fastANI,729,729_1,729_1
ERR7738514_bin.7.fa,0.05000000000000005,average,fastANI,729,729_1,729_1
ERR7738549_bin.20.fa,0.05000000000000005,average,fastANI,729,729_1,729_1
ERR7738578_bin.46.fa,0.05000000000000005,average,fastANI,729,729_1,729_1
ERR7738937_bin.19.fa,0.05000000000000005,average,fastANI,729,729_1,729_1
SRR17643482_bin.8.fa,0.05000000000000005,average,fastANI,729,729_1,729_1
ERR7738514_bin.77.fa,0.05000000000000005,average,fastANI,730,730_0,730_0
ERR7738185_bin.22.fa,0.05000000000000005,average,fastANI,731,731_1,731_1
ERR7738624_bin.20.fa,0.05000000000000005,average,fastANI,731,731_1,731_1
ERR7738630_bin.188.fa,0.05000000000000005,average,fastANI,731,731_1,731_1
SRR1761704_bin.18.fa,0.05000000000000005,average,fastANI,731,731_1,731_1
ERR7738196_bin.51.fa,0.05000000000000005,average,fastANI,731,731_2,731_2
SRR17643482_bin.27.fa,0.05000000000000005,average,fastANI,732,732_0,732_0
ERR7738611_bin.59.fa,0.05000000000000005,average,fastANI,733,733_1,733_1
ERR7738612_bin.49.fa,0.05000000000000005,average,fastANI,733,733_1,733_1
ERR7745787_bin.130.fa,0.05000000000000005,average,fastANI,734,734_0,734_0
ERR7738537_bin.104.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
ERR7738553_bin.46.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
ERR7738558_bin.2.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
ERR7738578_bin.9.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
ERR7738620_bin.56.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
ERR7738624_bin.21.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
ERR7745596_bin.4.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
ERR7745787_bin.104.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
SRR1761678_bin.22.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
SRR1761680_bin.25.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
SRR17643474_bin.34.fa,0.05000000000000005,average,fastANI,735,735_1,735_1
ERR7738514_bin.111.fa,0.05000000000000005,average,fastANI,735,735_2,735_2
SRR17643459_bin.25.fa,0.05000000000000005,average,fastANI,735,735_3,735_3
ERR7738253_bin.128.fa,0.05000000000000005,average,fastANI,735,735_4,735_4
ERR7738515_bin.1.fa,0.05000000000000005,average,fastANI,735,735_5,735_5
ERR7738276_bin.63.fa,0.05000000000000005,average,fastANI,736,736_1,736_1
ERR7738937_bin.57.fa,0.05000000000000005,average,fastANI,736,736_1,736_1
SRR1761676_bin.5.fa,0.05000000000000005,average,fastANI,736,736_1,736_1
ERR7738578_bin.72.fa,0.05000000000000005,average,fastANI,736,736_2,736_2
ERR7738624_bin.168.fa,0.05000000000000005,average,fastANI,737,737_1,737_1
ERR7738630_bin.12.fa,0.05000000000000005,average,fastANI,737,737_1,737_1
ERR7738196_bin.22.fa,0.05000000000000005,average,fastANI,737,737_2,737_2
ERR7738515_bin.10.fa,0.05000000000000005,average,fastANI,737,737_2,737_2
ERR7738580_bin.28.fa,0.05000000000000005,average,fastANI,737,737_2,737_2
ERR7738620_bin.37.fa,0.05000000000000005,average,fastANI,737,737_2,737_2
ERR7745831_bin.33.fa,0.05000000000000005,average,fastANI,737,737_2,737_2
SRR1761688_bin.1.fa,0.05000000000000005,average,fastANI,737,737_2,737_2
SRR1761690_bin.15.fa,0.05000000000000005,average,fastANI,737,737_2,737_2
SRR17643809_bin.6.fa,0.05000000000000005,average,fastANI,737,737_2,737_2
ERR7738196_bin.29.fa,0.05000000000000005,average,fastANI,738,738_1,738_1
ERR7738537_bin.41.fa,0.05000000000000005,average,fastANI,738,738_2,738_2
SRR17643520_bin.11.fa,0.05000000000000005,average,fastANI,739,739_1,739_1.2
SRR17643521_bin.4.fa,0.05000000000000005,average,fastANI,739,739_1,739_1.2
SRR17643938_bin.24.fa,0.05000000000000005,average,fastANI,739,739_1,739_1.2
ERR7738514_bin.14.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
ERR7738549_bin.60.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
ERR7738578_bin.42.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
ERR7745402_bin.69.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
ERR7745819_bin.31.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
ERR7746398_bin.29.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
SRR1761677_bin.10.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
SRR1761678_bin.8.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
SRR1761679_bin.8.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
SRR1761687_bin.5.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
SRR1761700_bin.13.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
SRR1761707_bin.4.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
SRR1761710_bin.20.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
SRR17643792_bin.2.fa,0.05000000000000005,average,fastANI,739,739_2,739_1.2
ERR7738182_bin.3.fa,0.05000000000000005,average,fastANI,739,739_3,739_3
ERR7738514_bin.72.fa,0.05000000000000005,average,fastANI,739,739_4,739_4
ERR7738624_bin.52.fa,0.05000000000000005,average,fastANI,739,739_4,739_4
SRR17643462_bin.7.fa,0.05000000000000005,average,fastANI,739,739_4,739_4
SRR17643523_bin.21.fa,0.05000000000000005,average,fastANI,739,739_4,739_4
SRR17643657_bin.28.fa,0.05000000000000005,average,fastANI,739,739_4,739_4
SRR1761718_bin.13.fa,0.05000000000000005,average,fastANI,739,739_5,739_5
SRR1761699_bin.33.fa,0.05000000000000005,average,fastANI,739,739_6,739_6
ERR7738580_bin.23.fa,0.05000000000000005,average,fastANI,740,740_1,740_1
ERR7738629_bin.51.fa,0.05000000000000005,average,fastANI,740,740_1,740_1
ERR7746398_bin.12.fa,0.05000000000000005,average,fastANI,740,740_1,740_1
ERR7738196_bin.53.fa,0.05000000000000005,average,fastANI,740,740_2,740_2
ERR7738158_bin.17.fa,0.05000000000000005,average,fastANI,741,741_1,741_1
ERR7746398_bin.61.fa,0.05000000000000005,average,fastANI,741,741_2,741_2
ERR7738549_bin.61.fa,0.05000000000000005,average,fastANI,742,742_1,742_1
ERR7738620_bin.4.fa,0.05000000000000005,average,fastANI,742,742_1,742_1
ERR7738937_bin.26.fa,0.05000000000000005,average,fastANI,742,742_1,742_1
SRR17643459_bin.10.fa,0.05000000000000005,average,fastANI,742,742_1,742_1
SRR17643479_bin.9.fa,0.05000000000000005,average,fastANI,742,742_1,742_1
ERR7738616_bin.69.fa,0.05000000000000005,average,fastANI,742,742_2,742_2
ERR7738629_bin.80.fa,0.05000000000000005,average,fastANI,743,743_1,743_1
ERR7745787_bin.12.fa,0.05000000000000005,average,fastANI,743,743_1,743_1
ERR7746440_bin.59.fa,0.05000000000000005,average,fastANI,743,743_1,743_1
SRR1761687_bin.26.fa,0.05000000000000005,average,fastANI,743,743_1,743_1
ERR7738514_bin.86.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
ERR7738546_bin.17.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
ERR7738547_bin.12.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
ERR7738558_bin.70.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
SRR1761678_bin.15.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
SRR1761693_bin.24.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
SRR1761718_bin.2.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
SRR17643482_bin.5.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
SRR17643508_bin.9.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
SRR17643531_bin.10.fa,0.05000000000000005,average,fastANI,743,743_2,743_2
ERR7738604_bin.137.fa,0.05000000000000005,average,fastANI,743,743_3,743_3
SRR17643924_bin.2.fa,0.05000000000000005,average,fastANI,743,743_3,743_3
ERR7738629_bin.22.fa,0.05000000000000005,average,fastANI,744,744_0,744_0
ERR11604928_bin.7.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR11604931_bin.9.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR11604933_bin.16.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR11604940_bin.15.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR11604942_bin.10.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR11604943_bin.13.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR11604945_bin.9.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR11604947_bin.2.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR11604949_bin.10.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR11604950_bin.3.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR7738553_bin.94.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR7738580_bin.13.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR7738611_bin.51.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR7738612_bin.117.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR7745787_bin.92.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR7745831_bin.11.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR7745836_bin.13.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
SRR1761711_bin.9.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
SRR1761720_bin.1.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
SRR8732225_bin.3.fa,0.05000000000000005,average,fastANI,745,745_1,745_1
ERR7738558_bin.92.fa,0.05000000000000005,average,fastANI,746,746_1,746_1
ERR7745819_bin.15.fa,0.05000000000000005,average,fastANI,746,746_2,746_2
ERR7738158_bin.78.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738166_bin.11.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738185_bin.34.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738276_bin.26.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738515_bin.17.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738546_bin.61.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738549_bin.11.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738562_bin.1.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738578_bin.40.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738597_bin.89.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738620_bin.63.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738937_bin.61.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738938_bin.87.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7745787_bin.72.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
SRR1761680_bin.17.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
SRR1761688_bin.17.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
SRR1761690_bin.16.fa,0.05000000000000005,average,fastANI,747,747_1,747_1
ERR7738166_bin.6.fa,0.05000000000000005,average,fastANI,748,748_1,748_1
ERR7738185_bin.1.fa,0.05000000000000005,average,fastANI,748,748_1,748_1
ERR7738353_bin.45.fa,0.05000000000000005,average,fastANI,748,748_1,748_1
ERR7738546_bin.79.fa,0.05000000000000005,average,fastANI,748,748_1,748_1
ERR7738547_bin.73.fa,0.05000000000000005,average,fastANI,748,748_1,748_1
ERR7738594_bin.141.fa,0.05000000000000005,average,fastANI,748,748_1,748_1
ERR7738622_bin.29.fa,0.05000000000000005,average,fastANI,748,748_1,748_1
SRR1761710_bin.7.fa,0.05000000000000005,average,fastANI,748,748_1,748_1
ERR7738196_bin.18.fa,0.05000000000000005,average,fastANI,748,748_2,748_2
ERR7738938_bin.31.fa,0.05000000000000005,average,fastANI,748,748_2,748_2
ERR7745402_bin.21.fa,0.05000000000000005,average,fastANI,748,748_2,748_2
ERR7745596_bin.20.fa,0.05000000000000005,average,fastANI,748,748_2,748_2
ERR7745787_bin.51.fa,0.05000000000000005,average,fastANI,748,748_2,748_2
ERR7745819_bin.59.fa,0.05000000000000005,average,fastANI,748,748_2,748_2
ERR7745836_bin.26.fa,0.05000000000000005,average,fastANI,748,748_2,748_2
